Emotion,Time Step
neutral,522.92
sad,526.08
sad,526.12
sad,526.16
sad,526.2
sad,526.24
sad,528.0
sad,528.36
happy,528.6
sad,529.52
sad,529.56
sad,529.6
sad,529.64
sad,530.28
sad,530.32
sad,530.36
sad,530.4
happy,530.44
fear,530.48
happy,530.52
sad,530.56
sad,530.6
sad,530.64
fear,530.68
sad,530.72
sad,530.76
sad,530.8
sad,530.8
sad,530.84
sad,530.84
fear,530.88
sad,530.92
sad,530.96
happy,531.0
sad,531.04
sad,531.08
sad,531.08
fear,531.12
sad,531.16
sad,531.2
sad,531.36
sad,532.12
sad,533.76
sad,533.8
sad,533.92
sad,534.08
sad,534.12
sad,534.16
sad,534.2
fear,534.96
sad,535.04
sad,535.16
sad,535.2
neutral,535.24
fear,535.28
fear,535.32
fear,535.36
fear,535.4
fear,535.44
neutral,535.48
fear,535.52
neutral,535.56
fear,535.6
fear,535.64
neutral,535.68
neutral,535.72
fear,535.76
fear,535.8
fear,535.84
fear,535.88
fear,535.92
neutral,535.96
fear,536.0
fear,536.04
fear,536.08
angry,536.12
neutral,536.16
fear,536.2
fear,536.24
neutral,536.28
neutral,536.32
fear,536.36
angry,536.4
angry,536.44
fear,536.48
sad,536.52
sad,536.56
sad,536.6
sad,538.16
sad,538.2
angry,545.2
sad,545.24
sad,545.28
angry,545.32
angry,545.36
surprise,545.4
surprise,545.44
surprise,545.48
surprise,545.52
surprise,545.56
surprise,545.6
surprise,545.64
surprise,545.68
surprise,545.72
angry,545.76
surprise,545.8
surprise,545.84
surprise,545.88
surprise,545.92
surprise,545.96
surprise,546.0
surprise,546.04
surprise,546.08
surprise,546.12
fear,546.16
surprise,546.2
fear,546.24
sad,546.28
sad,546.32
sad,546.36
sad,546.4
sad,546.44
sad,546.48
neutral,546.52
neutral,546.56
sad,546.6
sad,547.56
happy,549.92
happy,550.96
happy,551.0
happy,551.04
happy,551.08
angry,551.12
angry,551.16
happy,551.2
angry,551.28
surprise,551.44
surprise,551.48
surprise,551.52
surprise,551.56
surprise,551.6
surprise,551.64
angry,551.68
angry,551.72
angry,551.76
angry,551.8
fear,551.84
angry,551.88
fear,551.92
fear,551.96
fear,552.0
fear,552.04
fear,552.08
happy,552.12
fear,552.16
fear,552.2
fear,552.24
fear,552.28
happy,552.32
happy,552.36
fear,552.4
fear,552.44
happy,552.48
happy,552.52
happy,552.56
happy,552.6
fear,552.64
fear,552.68
happy,552.72
fear,552.76
fear,552.8
fear,552.84
happy,552.88
fear,552.92
fear,552.96
fear,553.0
fear,553.04
happy,553.12
happy,553.16
happy,553.2
happy,553.24
happy,553.28
happy,553.32
angry,553.36
fear,553.4
fear,553.44
fear,553.48
angry,553.52
angry,553.56
fear,553.6
fear,553.64
fear,553.68
fear,553.72
fear,553.76
fear,553.8
fear,553.84
fear,553.88
fear,553.92
fear,553.96
fear,554.0
fear,554.04
fear,554.08
fear,554.12
fear,554.16
fear,554.2
fear,554.24
fear,554.28
angry,554.32
angry,554.36
angry,554.4
angry,554.44
angry,554.48
angry,554.52
angry,554.56
angry,554.6
angry,554.64
angry,554.68
angry,554.72
angry,554.76
angry,554.8
angry,554.84
angry,554.88
angry,554.92
angry,554.96
angry,555.0
angry,555.04
fear,555.08
angry,555.12
angry,555.16
angry,555.2
angry,555.24
angry,555.28
angry,555.32
angry,555.36
fear,555.4
angry,555.44
angry,555.48
angry,555.52
angry,555.56
fear,555.6
angry,555.64
angry,555.68
angry,555.72
angry,555.76
angry,555.8
angry,555.84
angry,555.88
angry,555.92
angry,555.96
angry,556.0
angry,556.04
angry,556.08
angry,556.12
angry,556.16
angry,556.2
fear,556.24
fear,556.28
fear,556.32
fear,556.36
angry,556.4
fear,556.44
fear,556.48
fear,556.52
fear,556.56
fear,556.6
fear,556.64
fear,556.68
happy,556.72
happy,556.76
happy,556.8
sad,556.84
sad,556.88
happy,556.92
sad,556.96
sad,557.0
neutral,557.04
neutral,557.08
angry,557.12
angry,557.16
happy,557.2
sad,557.24
angry,557.28
happy,557.32
happy,557.36
angry,557.4
happy,557.44
surprise,557.48
happy,557.52
happy,557.56
happy,557.6
happy,557.64
happy,557.68
happy,557.72
happy,557.76
neutral,557.8
happy,557.84
neutral,557.88
neutral,557.92
neutral,557.96
neutral,558.0
happy,558.04
happy,558.08
happy,558.12
happy,558.16
happy,558.2
happy,558.24
sad,558.28
sad,558.32
angry,558.36
sad,558.4
sad,558.44
sad,558.48
sad,558.52
sad,558.56
sad,558.6
happy,558.64
happy,558.68
happy,558.72
happy,558.76
happy,558.8
surprise,558.84
sad,558.88
surprise,558.92
happy,558.96
happy,559.0
happy,559.04
happy,559.08
happy,559.12
surprise,559.16
surprise,559.2
surprise,559.24
surprise,559.28
angry,559.32
angry,559.36
angry,559.4
angry,559.44
happy,559.48
angry,559.52
happy,559.56
happy,559.6
happy,559.64
happy,559.68
neutral,559.72
happy,559.76
happy,559.8
happy,559.84
happy,559.88
happy,559.92
happy,559.96
happy,560.0
happy,560.04
happy,560.08
happy,560.12
happy,560.16
happy,560.2
happy,560.24
happy,560.28
happy,560.32
happy,560.36
happy,560.4
happy,560.44
happy,560.48
happy,560.52
happy,560.56
happy,560.6
happy,560.64
happy,560.68
happy,560.72
sad,560.76
happy,560.8
happy,560.84
happy,560.88
happy,560.92
happy,560.96
happy,561.0
happy,561.04
happy,561.08
happy,561.12
happy,561.16
happy,561.2
happy,561.24
happy,561.28
happy,561.32
happy,561.36
happy,561.4
happy,561.44
happy,561.48
happy,561.52
happy,561.56
happy,561.6
happy,561.64
happy,561.68
happy,561.72
happy,561.76
happy,561.8
happy,561.84
happy,561.88
happy,561.92
happy,561.96
happy,562.0
happy,562.04
happy,562.08
surprise,562.12
surprise,562.16
surprise,562.2
surprise,562.24
surprise,562.28
surprise,562.32
surprise,562.36
surprise,562.4
surprise,562.44
surprise,562.48
surprise,562.52
surprise,562.56
surprise,562.6
surprise,562.64
surprise,562.68
surprise,562.72
surprise,562.76
surprise,562.8
surprise,562.84
surprise,562.88
surprise,562.92
surprise,562.96
surprise,563.0
neutral,563.04
neutral,563.08
neutral,563.12
neutral,563.16
happy,563.2
angry,563.24
happy,563.28
sad,563.32
neutral,563.36
neutral,563.4
angry,563.44
sad,563.48
angry,563.52
sad,563.56
sad,563.6
sad,563.64
sad,563.68
neutral,563.72
sad,563.76
sad,563.8
sad,563.84
sad,563.88
angry,563.92
sad,563.96
happy,564.0
angry,564.04
angry,564.08
sad,565.04
sad,565.08
sad,565.12
sad,565.64
angry,565.68
happy,565.72
angry,565.76
happy,565.8
happy,565.84
happy,565.88
happy,565.92
happy,565.96
happy,566.0
happy,566.04
happy,566.08
sad,566.12
angry,566.16
happy,566.2
sad,566.24
happy,567.2
sad,567.56
happy,567.6
sad,567.6
sad,567.64
sad,567.68
angry,567.76
angry,567.8
angry,567.84
angry,567.88
angry,567.92
angry,567.96
angry,568.04
sad,568.08
angry,568.12
happy,568.16
happy,568.2
happy,568.24
happy,568.32
happy,568.36
sad,568.4
happy,568.44
happy,568.48
happy,568.52
sad,568.56
sad,568.6
angry,568.64
sad,568.64
happy,568.68
angry,568.72
happy,568.72
angry,568.76
happy,568.76
angry,568.8
neutral,568.8
angry,568.84
neutral,568.84
angry,568.88
sad,568.88
angry,568.92
sad,568.92
sad,568.96
sad,568.96
angry,569.0
sad,569.0
happy,569.04
sad,569.04
happy,569.08
sad,569.08
sad,569.12
angry,569.16
sad,569.16
angry,569.2
sad,569.2
angry,569.24
sad,569.24
angry,569.28
sad,569.28
sad,569.32
sad,569.36
sad,569.36
sad,569.4
happy,569.44
sad,569.44
angry,569.48
sad,569.48
sad,569.52
angry,569.56
sad,569.56
fear,569.6
sad,569.6
happy,569.64
sad,569.64
sad,569.68
sad,569.72
angry,569.76
sad,569.76
angry,569.8
sad,569.8
angry,569.84
sad,569.84
angry,569.88
sad,569.88
angry,569.92
sad,569.96
sad,570.0
angry,570.0
angry,570.04
angry,570.08
angry,570.12
angry,570.16
angry,570.2
sad,570.24
sad,570.28
angry,570.32
sad,570.36
sad,570.4
sad,570.44
sad,570.48
sad,570.52
sad,570.56
sad,570.6
sad,570.64
sad,570.68
sad,570.76
sad,570.8
sad,570.88
sad,570.92
sad,570.96
sad,571.0
sad,571.04
sad,571.08
sad,571.12
sad,571.16
sad,571.2
sad,571.24
sad,571.24
sad,571.28
sad,571.28
sad,571.32
angry,571.36
fear,571.4
sad,571.4
angry,571.44
sad,571.44
sad,571.48
sad,571.48
sad,571.52
sad,571.52
angry,571.56
sad,571.56
angry,571.6
sad,571.6
angry,571.64
sad,571.64
angry,571.68
sad,571.68
angry,571.72
sad,571.72
angry,571.76
sad,571.76
surprise,571.8
sad,571.8
sad,571.84
angry,571.88
sad,571.88
happy,571.92
sad,571.92
happy,571.96
sad,571.96
sad,572.0
angry,572.04
sad,572.04
angry,572.08
sad,572.12
angry,572.16
sad,572.16
sad,572.2
sad,572.24
sad,572.28
sad,572.32
sad,572.36
sad,572.4
sad,572.44
sad,572.48
sad,572.52
sad,572.56
sad,572.6
sad,572.64
sad,572.68
sad,572.72
sad,572.72
sad,572.76
sad,572.8
sad,572.84
sad,572.88
sad,572.92
sad,572.96
sad,573.0
sad,573.04
sad,573.04
sad,573.08
sad,573.08
sad,573.12
sad,573.16
sad,573.2
sad,573.24
angry,573.28
sad,573.28
sad,573.32
sad,573.32
sad,573.36
surprise,573.4
sad,573.4
surprise,573.44
sad,573.44
surprise,573.48
sad,573.48
fear,573.52
sad,573.52
surprise,573.56
angry,573.56
angry,573.6
sad,573.6
surprise,573.64
sad,573.64
angry,573.68
sad,573.68
angry,573.72
sad,573.72
sad,573.76
angry,573.8
angry,573.84
sad,573.84
sad,573.92
sad,573.96
sad,573.96
angry,574.0
fear,574.04
sad,574.08
angry,574.12
sad,574.16
sad,574.32
sad,574.4
sad,574.44
sad,574.48
angry,574.56
sad,574.6
angry,574.6
sad,574.64
sad,574.68
sad,574.72
sad,574.76
sad,574.8
sad,574.84
sad,574.88
sad,574.92
sad,574.96
sad,575.0
sad,575.04
sad,575.04
sad,575.08
sad,575.08
sad,575.12
sad,575.16
sad,575.2
sad,575.24
sad,575.28
sad,575.32
sad,575.36
sad,575.4
sad,575.44
sad,575.48
sad,575.52
sad,575.56
sad,575.6
sad,575.64
sad,575.68
sad,575.72
sad,575.76
angry,576.68
angry,576.72
happy,576.84
neutral,576.96
sad,577.0
happy,577.24
sad,578.68
sad,578.72
sad,578.8
sad,578.84
sad,578.88
sad,578.92
sad,578.96
sad,579.0
sad,579.04
sad,579.08
sad,579.12
sad,579.16
sad,579.2
sad,579.24
sad,579.28
sad,579.32
angry,579.36
sad,579.4
angry,579.44
angry,579.48
angry,579.52
angry,579.56
sad,579.6
sad,579.64
sad,579.68
sad,579.72
sad,579.8
sad,581.68
angry,581.72
sad,582.8
sad,582.84
fear,582.88
angry,582.92
angry,582.96
sad,583.0
sad,583.04
sad,583.08
sad,583.12
sad,583.16
angry,583.2
angry,583.24
angry,583.28
sad,583.32
sad,583.52
sad,583.68
sad,583.72
angry,583.76
angry,583.8
sad,583.84
sad,583.96
sad,584.0
sad,584.04
sad,584.08
sad,584.12
sad,584.16
sad,584.2
sad,584.24
sad,584.28
sad,584.32
sad,584.36
sad,584.4
sad,584.44
sad,584.48
sad,584.52
sad,584.56
sad,585.28
fear,585.4
sad,585.48
neutral,585.6
fear,585.64
sad,585.68
sad,585.72
sad,585.76
sad,585.8
sad,585.84
sad,585.88
sad,585.92
sad,586.04
sad,588.68
sad,588.72
angry,588.76
angry,588.8
fear,588.84
fear,588.88
angry,588.92
fear,588.96
angry,589.0
sad,589.04
sad,589.08
sad,589.12
sad,589.28
sad,589.36
sad,589.44
sad,589.56
sad,589.6
sad,590.6
sad,590.92
sad,590.96
sad,594.4
neutral,594.56
neutral,594.6
sad,595.08
fear,595.16
sad,595.28
sad,595.36
sad,595.4
sad,595.44
sad,596.04
sad,596.84
sad,596.92
sad,596.96
sad,597.08
sad,597.12
sad,597.24
sad,597.28
sad,597.32
angry,598.32
angry,598.36
angry,598.44
fear,598.8
angry,598.84
fear,599.0
fear,599.04
happy,599.08
fear,599.12
sad,599.16
fear,599.2
sad,599.24
sad,599.28
sad,599.32
sad,599.36
fear,599.4
sad,599.44
fear,599.48
sad,599.52
sad,599.56
fear,599.6
fear,599.64
sad,599.68
sad,599.72
sad,599.76
sad,599.8
sad,599.84
angry,599.88
fear,599.92
sad,599.96
sad,600.0
sad,600.04
sad,600.08
sad,600.12
sad,600.16
sad,600.2
sad,600.24
sad,600.28
surprise,600.32
sad,600.36
surprise,600.4
surprise,600.44
surprise,600.48
sad,600.52
sad,600.56
sad,600.64
happy,600.68
angry,600.72
happy,600.76
happy,600.8
happy,600.88
neutral,605.16
neutral,605.2
angry,605.24
angry,605.36
angry,605.44
angry,605.48
neutral,605.52
neutral,605.6
neutral,605.64
neutral,605.68
neutral,605.72
neutral,607.48
happy,607.56
surprise,607.6
surprise,607.64
neutral,607.68
neutral,607.72
neutral,607.76
neutral,607.8
neutral,607.84
neutral,607.88
neutral,607.92
neutral,607.96
neutral,608.0
neutral,608.04
neutral,608.08
neutral,608.12
neutral,608.16
neutral,608.2
neutral,608.24
angry,608.28
neutral,608.32
angry,608.36
happy,608.4
neutral,608.44
sad,608.48
sad,608.52
neutral,608.56
neutral,608.6
neutral,608.64
neutral,608.68
surprise,608.72
surprise,608.76
neutral,608.8
neutral,608.84
surprise,608.88
sad,608.92
sad,608.96
sad,609.0
sad,609.04
neutral,609.08
neutral,609.12
sad,609.16
neutral,609.2
neutral,609.24
surprise,609.28
neutral,609.32
neutral,609.36
surprise,609.4
sad,609.44
surprise,609.48
sad,609.52
sad,609.56
sad,609.6
sad,609.64
sad,609.68
sad,609.72
sad,609.76
neutral,609.8
sad,609.84
sad,609.88
happy,609.92
neutral,609.96
neutral,610.0
neutral,610.04
neutral,610.08
neutral,610.12
sad,610.16
neutral,610.2
neutral,610.24
happy,610.28
neutral,610.32
neutral,610.36
sad,610.4
sad,610.44
happy,610.48
sad,610.52
neutral,610.56
sad,610.6
neutral,610.64
neutral,610.68
sad,610.72
sad,610.76
neutral,610.8
neutral,610.84
neutral,610.88
neutral,610.92
neutral,610.96
sad,611.0
sad,611.04
sad,611.08
neutral,611.12
sad,611.16
sad,611.2
sad,611.24
neutral,611.28
neutral,611.32
sad,611.36
neutral,611.4
neutral,611.44
sad,611.48
neutral,611.52
sad,611.56
sad,611.6
sad,611.64
neutral,611.68
sad,611.72
sad,611.76
neutral,611.8
sad,611.84
sad,611.88
sad,611.92
sad,611.96
sad,612.0
neutral,612.04
neutral,612.08
sad,612.12
sad,612.16
fear,612.2
sad,612.24
sad,612.28
neutral,612.32
sad,612.36
sad,612.4
sad,612.44
sad,612.48
sad,612.52
sad,612.56
sad,612.6
neutral,612.64
neutral,612.68
neutral,612.72
neutral,612.76
neutral,612.8
neutral,612.84
neutral,612.88
neutral,612.92
neutral,612.96
sad,613.0
neutral,613.04
sad,613.08
sad,613.12
sad,613.16
sad,613.2
sad,613.24
sad,613.28
sad,613.32
sad,613.36
sad,613.4
sad,613.44
neutral,613.48
sad,613.52
sad,613.56
neutral,613.6
sad,613.64
sad,613.68
sad,613.72
sad,613.76
sad,613.8
sad,613.84
sad,613.88
sad,613.92
sad,613.96
sad,614.0
sad,614.04
sad,614.08
sad,614.12
sad,614.16
sad,614.2
neutral,614.24
sad,614.28
sad,614.32
sad,614.36
sad,614.4
sad,614.44
sad,614.48
sad,614.52
neutral,614.56
sad,614.6
neutral,614.64
sad,614.68
sad,614.72
neutral,614.76
sad,614.8
neutral,614.84
sad,614.88
sad,614.92
neutral,614.96
neutral,615.0
neutral,615.04
neutral,615.08
neutral,615.12
neutral,615.16
neutral,615.2
sad,615.24
angry,615.28
angry,615.32
neutral,615.36
sad,615.4
sad,615.44
sad,615.48
neutral,615.52
happy,615.56
surprise,615.6
angry,615.64
surprise,615.68
surprise,615.72
surprise,615.76
surprise,615.8
surprise,615.84
surprise,615.88
surprise,615.92
surprise,615.96
surprise,616.0
surprise,616.04
surprise,616.08
surprise,616.12
surprise,616.16
surprise,616.2
surprise,616.24
surprise,616.28
surprise,616.32
surprise,616.36
surprise,616.4
surprise,616.44
surprise,616.48
surprise,616.52
surprise,616.56
surprise,616.6
surprise,616.64
surprise,616.68
surprise,616.72
surprise,616.76
surprise,616.8
surprise,616.84
surprise,616.88
angry,616.92
angry,616.96
angry,617.0
angry,617.04
sad,617.08
fear,617.12
sad,617.16
sad,617.2
sad,617.24
sad,617.28
sad,617.32
sad,617.36
sad,617.4
sad,617.44
sad,617.48
sad,617.52
sad,617.56
fear,617.6
sad,617.64
sad,617.68
sad,617.72
sad,617.76
fear,617.8
fear,617.84
fear,617.88
sad,617.92
sad,617.96
fear,618.0
fear,618.04
sad,618.08
sad,618.12
sad,618.16
fear,618.2
neutral,618.24
neutral,618.28
neutral,618.32
neutral,618.36
neutral,618.4
surprise,618.44
neutral,618.48
surprise,618.52
surprise,618.56
neutral,618.6
sad,618.64
neutral,618.68
surprise,618.72
neutral,618.76
surprise,618.8
surprise,618.84
sad,618.88
surprise,618.92
angry,618.96
surprise,619.0
sad,619.04
sad,619.08
angry,619.12
happy,619.16
sad,619.24
sad,619.28
neutral,619.32
neutral,619.36
neutral,619.4
happy,620.0
happy,620.04
happy,620.08
happy,620.12
neutral,623.52
neutral,623.6
neutral,623.64
neutral,628.0
sad,628.04
fear,628.08
sad,628.12
sad,628.16
neutral,628.2
sad,628.24
sad,628.28
sad,628.32
sad,628.36
sad,628.4
sad,628.44
sad,628.48
sad,628.52
sad,628.56
sad,628.6
sad,628.64
neutral,628.68
surprise,628.72
surprise,628.76
surprise,628.8
sad,628.8
neutral,628.84
surprise,628.88
surprise,628.92
surprise,628.96
sad,629.0
sad,629.04
fear,629.08
fear,629.12
neutral,629.16
surprise,629.2
sad,629.24
sad,629.28
surprise,629.32
surprise,629.36
neutral,629.4
sad,629.44
neutral,629.44
surprise,629.48
neutral,629.48
surprise,629.52
sad,629.56
sad,629.6
sad,629.64
neutral,629.68
neutral,629.72
neutral,629.76
neutral,629.8
sad,629.84
sad,629.88
neutral,629.92
neutral,629.96
sad,630.0
sad,630.04
neutral,630.08
sad,630.12
sad,630.16
neutral,630.2
neutral,630.24
sad,630.28
sad,630.32
sad,630.36
sad,630.4
sad,630.44
sad,630.48
neutral,630.52
sad,630.56
sad,630.6
sad,630.64
sad,630.68
sad,630.72
sad,630.76
sad,630.8
sad,630.84
sad,630.88
neutral,630.92
sad,630.96
sad,631.0
sad,631.04
sad,631.08
angry,631.12
sad,631.16
angry,631.2
angry,631.24
sad,631.28
sad,631.32
sad,631.36
sad,631.4
sad,631.44
happy,631.48
sad,631.52
sad,631.56
neutral,631.6
sad,631.64
sad,631.68
sad,631.72
sad,631.76
sad,631.8
sad,631.84
sad,631.88
sad,631.92
sad,631.96
sad,632.0
neutral,632.04
sad,632.08
angry,632.12
sad,632.16
sad,632.2
neutral,632.24
sad,632.28
neutral,632.32
neutral,632.36
sad,632.4
sad,632.44
sad,632.48
sad,632.52
surprise,632.56
surprise,632.6
neutral,632.64
neutral,632.68
neutral,632.72
neutral,632.76
neutral,632.8
neutral,632.84
neutral,632.88
sad,632.92
neutral,632.96
surprise,633.0
neutral,633.04
neutral,633.08
neutral,633.12
neutral,633.16
angry,633.2
angry,633.24
angry,633.28
angry,633.32
sad,633.36
sad,633.4
sad,633.44
sad,633.48
sad,633.52
sad,633.56
sad,633.6
sad,633.64
sad,633.68
sad,633.72
sad,633.76
sad,633.8
sad,633.84
sad,633.88
sad,633.92
angry,633.96
sad,634.0
sad,634.04
sad,634.08
sad,634.12
sad,634.16
sad,634.2
sad,634.24
happy,634.28
sad,634.32
neutral,634.36
happy,634.4
happy,634.44
sad,634.48
sad,634.52
sad,634.56
sad,634.6
sad,634.64
angry,634.68
sad,634.72
sad,634.76
happy,634.8
sad,634.84
sad,634.88
sad,634.92
sad,634.96
sad,635.0
sad,635.04
sad,635.08
sad,635.12
sad,635.16
sad,635.2
sad,635.24
sad,635.28
angry,635.32
sad,635.36
angry,635.4
angry,635.44
sad,635.48
sad,635.52
sad,635.56
angry,635.6
sad,635.64
sad,635.68
sad,635.72
sad,635.76
angry,635.8
angry,635.84
angry,635.88
angry,635.92
angry,635.96
angry,636.0
angry,636.04
sad,636.08
sad,636.12
sad,636.16
fear,636.2
fear,636.24
fear,636.28
fear,636.32
surprise,636.36
fear,636.4
surprise,636.44
surprise,636.48
fear,636.52
sad,636.56
sad,636.6
surprise,636.64
surprise,636.68
sad,636.72
sad,636.76
sad,636.8
sad,636.84
sad,636.88
sad,636.92
angry,636.96
sad,637.0
sad,637.04
sad,637.08
sad,637.12
sad,637.16
sad,637.2
sad,637.24
sad,637.28
sad,637.32
fear,637.36
fear,637.4
fear,637.44
fear,637.48
fear,637.52
surprise,637.56
fear,637.6
neutral,637.64
fear,637.68
neutral,637.72
sad,637.76
sad,637.8
sad,637.84
sad,637.88
sad,637.92
sad,637.96
sad,638.0
sad,638.04
sad,638.08
sad,638.12
sad,638.16
sad,638.2
sad,638.24
sad,638.28
sad,638.32
sad,638.36
angry,638.4
sad,638.4
sad,638.44
sad,638.48
sad,638.52
sad,638.56
sad,638.6
sad,638.68
sad,639.12
sad,639.16
sad,639.2
sad,639.24
sad,639.28
sad,639.32
sad,639.36
neutral,639.4
sad,639.44
sad,639.48
sad,639.52
fear,639.56
fear,639.6
fear,639.64
sad,639.68
fear,639.72
sad,639.76
sad,639.8
sad,639.84
fear,639.88
angry,639.92
sad,639.96
sad,640.0
sad,640.04
sad,640.08
happy,640.16
sad,640.16
happy,640.2
sad,640.2
sad,640.24
sad,640.8
sad,640.84
sad,640.88
sad,640.92
sad,640.96
sad,641.0
sad,641.04
sad,641.08
sad,641.12
sad,641.16
sad,641.2
sad,641.24
sad,641.28
sad,641.32
sad,641.4
sad,641.44
sad,641.48
sad,641.52
sad,641.56
sad,641.6
sad,641.64
sad,641.68
sad,641.72
sad,641.76
sad,641.8
sad,641.84
sad,641.88
angry,642.04
sad,642.08
surprise,642.2
sad,642.36
sad,642.44
sad,642.52
sad,642.56
sad,642.6
sad,642.6
sad,642.64
sad,642.72
surprise,642.76
surprise,642.8
sad,642.84
surprise,642.88
angry,642.92
angry,642.96
fear,643.0
fear,643.04
sad,643.04
surprise,643.08
sad,643.12
sad,643.16
sad,643.2
sad,643.24
sad,643.28
fear,643.32
sad,643.36
sad,643.4
fear,643.44
fear,643.48
fear,643.52
angry,643.56
fear,643.6
fear,643.64
fear,643.68
angry,643.72
angry,643.76
fear,643.8
angry,643.84
angry,643.88
fear,643.92
fear,643.96
fear,644.0
fear,644.04
fear,644.08
fear,644.12
fear,644.16
fear,644.2
fear,644.24
fear,644.28
fear,644.32
angry,644.36
fear,644.4
neutral,644.44
fear,644.48
neutral,644.52
angry,644.56
fear,644.6
sad,644.64
angry,644.68
neutral,644.72
neutral,644.76
neutral,644.8
neutral,644.84
neutral,644.88
neutral,644.92
neutral,644.96
neutral,645.0
neutral,645.04
surprise,645.08
neutral,645.12
surprise,645.16
surprise,645.2
neutral,645.24
neutral,645.28
neutral,645.32
neutral,645.36
neutral,645.4
neutral,645.44
surprise,645.48
fear,645.52
neutral,645.56
neutral,645.6
neutral,645.64
neutral,645.68
fear,645.72
fear,645.76
neutral,645.8
neutral,645.84
sad,645.88
neutral,645.92
neutral,645.96
sad,646.0
sad,646.04
sad,646.08
neutral,646.12
sad,646.16
sad,646.2
sad,646.24
sad,646.28
sad,648.08
sad,648.2
sad,648.24
neutral,648.28
sad,648.32
sad,648.36
sad,648.4
sad,648.44
sad,648.48
neutral,648.52
neutral,648.56
neutral,648.6
sad,648.64
fear,648.68
sad,648.72
sad,648.72
sad,648.76
happy,648.76
fear,648.8
sad,648.8
fear,648.84
sad,648.88
fear,648.92
fear,648.96
sad,649.0
sad,649.04
sad,649.08
sad,649.12
sad,649.16
sad,649.2
sad,649.24
sad,649.28
angry,649.28
sad,649.32
sad,649.36
sad,649.4
sad,649.44
sad,649.48
sad,649.52
sad,649.56
sad,649.6
sad,649.64
sad,649.68
sad,649.72
sad,649.76
sad,649.8
sad,649.84
sad,649.88
neutral,649.92
neutral,649.96
neutral,650.0
neutral,650.04
neutral,650.08
sad,650.12
sad,650.16
sad,650.2
sad,650.24
fear,650.28
surprise,650.32
sad,650.36
sad,650.4
neutral,650.44
surprise,650.48
sad,650.52
sad,650.56
sad,650.6
surprise,650.64
sad,650.68
surprise,650.68
sad,650.72
neutral,650.72
sad,650.76
sad,650.8
neutral,650.84
sad,650.88
neutral,650.92
sad,650.96
neutral,651.0
sad,651.04
neutral,651.08
sad,651.12
sad,651.2
sad,651.24
sad,651.28
sad,651.32
sad,651.36
sad,651.4
sad,651.44
sad,651.48
sad,651.52
sad,651.56
sad,651.6
sad,651.64
sad,651.68
sad,651.72
sad,651.76
sad,651.8
sad,651.84
sad,651.88
sad,651.92
sad,651.96
angry,652.0
sad,652.04
sad,652.08
sad,652.12
sad,652.16
sad,652.2
sad,652.24
sad,652.28
sad,652.32
sad,652.36
sad,652.4
sad,652.44
sad,652.48
sad,652.52
sad,652.56
sad,652.6
sad,652.64
sad,652.68
sad,652.72
sad,652.76
sad,652.8
sad,652.84
sad,652.88
sad,652.92
sad,652.96
sad,653.0
sad,653.04
sad,653.08
sad,653.12
sad,653.16
sad,653.2
sad,653.24
neutral,653.24
neutral,653.28
sad,653.32
sad,653.36
sad,653.4
sad,653.44
sad,653.48
sad,653.52
sad,653.56
neutral,653.6
sad,653.64
neutral,653.68
sad,653.72
sad,653.76
sad,653.8
sad,653.84
sad,653.84
sad,653.88
sad,653.92
sad,653.96
sad,654.0
sad,654.04
sad,654.08
sad,654.12
sad,654.16
sad,654.2
sad,654.24
sad,654.28
sad,654.32
neutral,654.36
sad,654.4
sad,654.44
sad,654.48
sad,654.52
sad,654.56
neutral,654.6
neutral,654.64
sad,654.68
neutral,654.72
neutral,654.76
sad,654.8
sad,654.84
sad,654.88
sad,654.92
sad,654.96
sad,655.0
sad,655.04
neutral,655.08
neutral,655.12
neutral,655.16
sad,655.2
neutral,655.24
neutral,655.28
neutral,655.32
neutral,655.36
neutral,655.4
neutral,655.44
neutral,655.48
neutral,655.52
neutral,655.56
neutral,655.6
sad,655.64
neutral,655.68
neutral,655.72
sad,655.76
neutral,655.8
neutral,655.84
neutral,655.88
neutral,655.92
sad,655.96
sad,656.0
sad,656.04
sad,656.08
sad,656.12
sad,656.16
sad,656.2
sad,656.24
sad,656.28
sad,656.32
sad,656.36
sad,656.4
sad,656.44
sad,656.48
sad,656.52
sad,656.56
sad,656.6
sad,656.64
sad,656.68
sad,656.72
surprise,656.76
neutral,656.8
sad,656.84
fear,656.88
fear,656.92
angry,656.96
sad,657.0
fear,657.04
sad,657.08
fear,657.12
surprise,657.16
surprise,657.2
surprise,657.24
surprise,657.28
surprise,657.32
surprise,657.36
surprise,657.4
surprise,657.44
surprise,657.48
surprise,657.52
surprise,657.56
surprise,657.6
angry,657.64
angry,657.68
angry,657.72
angry,657.76
angry,657.8
angry,657.84
angry,657.88
neutral,657.92
angry,657.96
angry,658.0
neutral,658.04
neutral,658.08
neutral,658.12
sad,658.16
neutral,658.2
angry,658.2
neutral,658.24
angry,658.24
neutral,658.28
angry,658.28
surprise,658.32
angry,658.32
neutral,658.36
angry,658.36
neutral,658.4
angry,658.4
neutral,658.44
angry,658.44
neutral,658.48
angry,658.48
surprise,658.52
angry,658.52
surprise,658.56
neutral,658.56
surprise,658.6
neutral,658.6
surprise,658.64
surprise,658.68
surprise,658.72
surprise,658.76
angry,658.8
angry,658.84
surprise,658.88
angry,658.92
