Emotion,Time Step
sad,209.56
fear,209.6
fear,209.64
fear,209.68
fear,209.72
sad,209.76
fear,209.8
sad,209.84
sad,209.88
sad,209.92
sad,210.08
sad,210.12
fear,210.16
fear,210.2
fear,210.24
sad,210.28
sad,210.32
sad,210.36
angry,210.4
surprise,210.44
sad,210.48
surprise,210.52
surprise,210.56
fear,210.6
angry,210.64
angry,210.68
surprise,210.72
angry,210.76
angry,210.8
angry,210.84
angry,210.88
angry,210.92
sad,210.96
angry,211.0
fear,211.04
fear,211.08
sad,211.12
fear,211.16
sad,211.24
fear,211.28
sad,211.32
fear,211.36
fear,211.4
sad,211.52
sad,211.56
sad,211.6
sad,211.64
sad,211.68
sad,211.72
sad,211.76
sad,211.8
fear,211.84
sad,211.88
sad,211.92
sad,211.96
sad,212.0
sad,212.04
sad,212.08
surprise,212.12
surprise,212.16
sad,212.2
surprise,212.24
sad,212.28
sad,212.32
sad,212.36
sad,212.4
sad,212.44
sad,212.48
sad,212.52
sad,212.56
sad,212.6
sad,212.64
sad,212.68
sad,212.72
sad,212.76
sad,212.8
sad,212.84
sad,212.88
sad,212.92
surprise,212.96
sad,213.0
sad,213.04
sad,213.08
sad,213.12
sad,213.16
sad,213.2
angry,213.24
angry,213.28
neutral,213.32
neutral,213.36
happy,213.4
neutral,213.48
happy,213.52
happy,213.56
sad,213.6
sad,213.64
sad,213.68
happy,213.72
sad,213.76
happy,213.8
sad,213.84
happy,213.88
happy,213.92
angry,213.96
happy,214.0
happy,214.04
happy,214.08
sad,214.12
happy,214.16
happy,214.2
happy,214.24
surprise,214.28
surprise,214.32
sad,214.36
sad,214.4
surprise,214.44
sad,214.48
neutral,214.52
surprise,214.56
neutral,214.6
surprise,214.64
happy,214.68
happy,214.72
neutral,214.76
neutral,214.8
surprise,214.84
surprise,214.88
surprise,214.92
happy,214.96
happy,215.0
surprise,215.04
surprise,215.08
neutral,215.12
happy,215.16
surprise,215.2
happy,215.24
happy,215.28
happy,215.32
happy,215.36
neutral,215.4
surprise,215.44
happy,215.48
happy,215.52
happy,215.56
happy,215.6
happy,215.64
happy,215.68
happy,215.72
happy,215.76
happy,215.8
happy,215.84
happy,215.88
happy,215.92
happy,215.96
happy,216.0
happy,216.04
happy,216.08
happy,216.12
happy,216.16
happy,216.2
happy,216.24
happy,216.28
happy,216.32
happy,216.36
happy,216.4
happy,216.44
happy,216.48
happy,216.52
happy,216.56
happy,216.6
happy,216.64
happy,216.68
happy,216.72
happy,216.76
happy,216.8
happy,216.84
happy,216.88
happy,216.92
happy,216.96
happy,217.0
happy,217.04
happy,217.08
happy,217.12
happy,217.16
happy,217.2
happy,217.24
happy,217.28
happy,217.32
happy,217.36
happy,217.4
happy,217.44
sad,217.44
happy,217.48
happy,217.52
happy,217.56
happy,217.6
happy,217.64
happy,217.68
happy,217.72
happy,217.76
happy,217.8
happy,217.84
happy,217.88
happy,217.92
happy,217.96
happy,218.0
happy,218.04
happy,218.08
happy,218.12
happy,218.16
happy,218.2
happy,218.24
happy,218.28
happy,218.32
happy,218.36
happy,218.4
happy,218.44
happy,218.48
happy,218.52
happy,218.56
happy,218.6
happy,218.64
happy,218.68
happy,218.72
happy,218.76
happy,218.8
happy,218.84
happy,218.88
happy,218.92
happy,218.96
happy,219.0
happy,219.04
happy,219.08
happy,219.12
happy,219.16
happy,219.2
sad,219.24
sad,219.28
sad,219.32
happy,219.36
happy,219.4
sad,219.44
happy,219.48
happy,219.52
happy,219.56
sad,219.6
fear,219.64
sad,219.68
sad,219.72
sad,219.76
sad,219.8
angry,219.84
angry,219.88
fear,219.92
surprise,219.96
sad,220.0
surprise,220.04
sad,220.08
surprise,220.12
surprise,220.16
surprise,220.2
surprise,220.24
surprise,220.28
surprise,220.32
neutral,220.36
angry,220.4
angry,220.44
angry,220.48
angry,220.52
happy,220.56
happy,220.6
happy,220.64
happy,220.72
happy,220.8
happy,220.84
happy,220.88
happy,220.92
happy,220.96
happy,221.0
happy,221.04
happy,221.08
surprise,221.12
neutral,221.16
surprise,221.2
surprise,221.24
neutral,221.28
angry,221.32
surprise,221.36
surprise,221.4
surprise,221.44
neutral,221.48
surprise,221.52
sad,221.56
neutral,221.6
surprise,221.64
sad,221.68
sad,221.72
sad,221.76
sad,221.8
sad,221.84
sad,221.88
surprise,221.92
sad,221.96
sad,222.0
surprise,222.04
surprise,222.08
surprise,222.12
surprise,222.16
surprise,222.2
surprise,222.24
surprise,222.28
surprise,222.32
sad,222.36
angry,222.4
neutral,222.44
surprise,222.48
surprise,222.52
neutral,222.56
surprise,222.6
neutral,222.64
surprise,222.68
neutral,222.72
surprise,222.76
neutral,222.8
surprise,222.84
surprise,222.88
surprise,222.92
surprise,222.96
surprise,223.0
surprise,223.04
surprise,223.08
surprise,223.12
fear,223.12
neutral,223.16
fear,223.2
happy,223.24
happy,223.28
happy,223.32
happy,223.36
happy,223.4
happy,223.44
happy,223.48
happy,223.52
angry,223.56
surprise,223.6
happy,223.64
fear,223.72
sad,223.76
fear,223.8
surprise,223.84
sad,223.88
surprise,223.92
surprise,223.96
surprise,224.0
sad,224.04
sad,224.08
sad,224.12
sad,224.16
surprise,224.2
sad,224.24
sad,224.24
surprise,224.28
sad,224.28
sad,224.32
sad,224.36
sad,224.4
sad,224.44
sad,224.48
sad,224.52
sad,224.56
sad,224.6
sad,224.64
surprise,224.72
sad,224.76
surprise,224.8
happy,224.84
happy,224.88
happy,224.92
happy,224.96
happy,225.0
neutral,225.04
angry,225.08
angry,225.12
angry,225.16
neutral,225.2
happy,225.24
happy,225.28
fear,225.32
neutral,225.36
angry,225.4
happy,225.44
fear,225.48
neutral,225.52
fear,225.56
fear,225.6
happy,225.64
neutral,225.68
happy,225.72
surprise,225.76
angry,225.8
fear,225.84
surprise,225.88
fear,225.92
fear,225.96
surprise,226.0
surprise,226.04
happy,226.04
surprise,226.08
surprise,226.12
surprise,226.16
neutral,226.2
surprise,226.24
neutral,226.28
neutral,226.32
neutral,226.36
neutral,226.4
neutral,226.44
neutral,226.48
neutral,226.52
surprise,226.56
surprise,226.6
surprise,226.64
surprise,226.68
surprise,226.72
fear,226.76
fear,226.8
fear,226.84
sad,226.88
surprise,226.92
surprise,226.96
surprise,227.0
surprise,227.04
surprise,227.08
surprise,227.12
surprise,227.16
fear,227.2
happy,227.24
surprise,227.28
fear,227.32
surprise,227.36
fear,227.4
surprise,227.44
surprise,227.48
surprise,227.52
surprise,227.56
fear,227.6
sad,227.64
sad,227.68
neutral,227.72
neutral,227.76
fear,227.8
fear,227.84
fear,227.88
fear,227.92
fear,227.96
fear,228.0
fear,228.04
fear,228.08
fear,228.12
fear,228.16
surprise,228.2
surprise,228.24
surprise,228.28
surprise,228.32
surprise,228.36
surprise,228.4
fear,228.44
happy,228.48
sad,228.52
neutral,228.56
happy,228.6
surprise,228.64
surprise,228.68
surprise,228.72
surprise,228.76
surprise,228.8
surprise,228.84
happy,228.88
happy,228.92
happy,228.96
sad,229.0
sad,229.04
happy,229.08
happy,229.12
sad,229.16
sad,229.2
sad,229.24
sad,229.28
sad,229.32
sad,229.32
sad,229.36
sad,229.4
angry,229.44
angry,229.48
neutral,229.52
surprise,229.56
surprise,229.6
angry,229.64
surprise,229.68
angry,229.72
fear,229.76
fear,229.8
fear,229.84
surprise,229.88
surprise,229.92
surprise,229.96
surprise,230.0
surprise,230.04
surprise,230.08
neutral,230.12
neutral,230.16
neutral,230.2
neutral,230.24
angry,230.28
neutral,230.32
angry,230.36
angry,230.4
happy,230.44
angry,230.48
angry,230.52
angry,230.56
angry,230.6
angry,230.64
angry,230.68
sad,230.72
sad,230.76
sad,230.8
sad,230.84
sad,230.92
sad,230.96
sad,231.0
fear,231.04
sad,231.08
sad,231.12
sad,231.16
sad,231.2
sad,231.24
fear,231.28
fear,231.32
sad,231.36
fear,231.4
fear,231.44
sad,231.48
fear,231.52
fear,231.56
fear,231.6
fear,231.64
fear,231.68
fear,231.72
fear,231.76
sad,231.8
sad,231.84
sad,231.88
sad,231.92
sad,231.96
sad,232.0
sad,232.04
sad,232.08
sad,232.12
sad,232.16
sad,232.2
sad,232.24
sad,232.28
sad,232.32
happy,232.36
sad,232.4
angry,232.44
sad,232.48
sad,232.52
sad,232.56
sad,232.6
sad,232.64
sad,232.68
sad,232.68
sad,232.72
sad,232.76
sad,232.8
neutral,232.84
sad,232.88
neutral,232.92
neutral,232.96
angry,233.0
angry,233.04
happy,233.04
neutral,233.08
fear,233.12
sad,233.16
sad,233.2
happy,233.24
angry,233.28
angry,233.32
fear,233.36
fear,233.4
sad,233.52
sad,233.56
sad,233.6
fear,233.64
sad,233.68
fear,233.72
fear,233.76
sad,233.8
sad,233.84
sad,233.88
sad,233.92
sad,233.96
sad,234.0
sad,234.04
fear,234.08
sad,234.12
sad,234.16
sad,234.2
sad,234.24
sad,234.28
sad,234.32
sad,234.36
fear,234.4
sad,234.44
sad,234.48
sad,234.52
fear,234.56
fear,234.6
fear,234.64
sad,234.68
fear,234.72
fear,234.76
sad,234.8
sad,234.84
sad,234.88
sad,234.92
fear,234.96
fear,235.0
sad,235.04
sad,235.08
fear,235.12
fear,235.16
sad,235.2
sad,235.24
sad,235.28
fear,235.32
sad,235.36
fear,235.4
fear,235.44
sad,235.48
sad,235.52
fear,235.56
sad,235.6
sad,235.64
sad,235.68
sad,235.72
sad,235.76
sad,235.8
sad,235.84
sad,235.88
sad,235.92
sad,235.96
fear,236.0
fear,236.04
fear,236.08
fear,236.12
fear,236.16
fear,236.2
fear,236.24
fear,236.28
fear,236.32
fear,236.36
fear,236.4
fear,236.44
fear,236.48
fear,236.52
sad,236.56
sad,236.6
fear,236.64
sad,236.68
angry,236.72
angry,236.76
angry,236.8
sad,236.84
sad,236.88
sad,236.92
sad,236.96
sad,237.0
sad,237.04
sad,237.08
sad,237.12
angry,237.16
angry,237.2
fear,237.24
fear,237.28
fear,237.32
fear,237.36
fear,237.4
fear,237.44
sad,237.48
fear,237.52
sad,237.56
sad,237.6
fear,237.64
fear,237.68
fear,237.72
fear,237.76
fear,237.8
fear,237.84
fear,237.88
fear,237.92
sad,237.96
fear,238.0
fear,238.04
fear,238.08
fear,238.12
sad,238.16
fear,238.2
sad,238.24
fear,238.28
sad,238.32
fear,238.36
sad,238.4
sad,238.44
fear,238.48
sad,238.52
fear,238.56
sad,238.6
sad,238.64
fear,238.68
neutral,238.68
sad,238.72
sad,238.76
sad,238.8
neutral,238.8
sad,238.84
sad,238.88
fear,238.92
fear,238.96
fear,239.0
fear,239.04
fear,239.08
sad,239.12
sad,239.16
sad,239.2
sad,239.24
sad,239.28
sad,239.32
sad,239.36
sad,239.4
sad,239.44
sad,239.48
sad,239.52
sad,239.88
sad,239.92
sad,239.96
sad,240.08
sad,240.12
sad,240.16
sad,240.2
sad,240.24
sad,240.28
sad,240.32
sad,240.4
sad,240.52
sad,240.56
sad,240.6
sad,240.64
sad,240.68
sad,240.72
sad,240.8
sad,240.84
sad,240.88
sad,240.92
sad,240.96
sad,241.0
sad,241.04
sad,241.08
sad,241.2
sad,241.24
sad,241.28
sad,241.32
sad,241.36
sad,241.56
sad,241.64
sad,241.68
sad,241.72
sad,241.72
sad,241.84
sad,242.12
sad,242.16
sad,242.24
sad,242.28
sad,242.32
sad,242.36
sad,242.4
sad,242.44
sad,242.48
sad,242.52
sad,242.56
angry,242.56
sad,242.6
sad,242.72
sad,242.76
sad,242.8
sad,242.92
sad,242.96
sad,243.0
sad,243.04
sad,243.08
sad,243.12
sad,243.16
sad,243.2
sad,243.24
sad,243.28
sad,243.32
sad,243.36
sad,243.4
sad,243.44
sad,243.48
sad,243.52
sad,243.56
sad,243.6
sad,243.64
sad,243.68
sad,243.72
sad,243.76
sad,243.8
sad,243.84
sad,243.88
sad,243.92
sad,243.96
sad,244.0
sad,244.04
sad,244.08
sad,244.16
sad,244.24
sad,244.28
sad,244.44
sad,244.48
sad,244.52
sad,244.56
sad,244.6
sad,244.64
sad,244.68
sad,244.72
sad,244.76
sad,244.8
sad,244.84
sad,244.88
sad,244.88
sad,244.92
sad,244.96
sad,245.0
sad,245.04
sad,245.08
sad,245.12
sad,245.16
sad,245.2
sad,245.24
angry,245.24
sad,245.28
sad,245.32
sad,245.36
sad,245.4
sad,245.44
sad,245.48
sad,245.52
sad,245.56
sad,245.64
sad,245.68
sad,245.72
sad,245.76
sad,245.8
sad,245.84
sad,245.88
sad,245.92
sad,245.96
sad,246.0
sad,246.04
sad,246.08
sad,246.12
sad,246.16
sad,246.2
sad,246.24
sad,246.28
sad,246.32
sad,246.36
sad,246.4
sad,246.44
sad,246.48
sad,246.52
sad,246.56
sad,246.68
sad,246.72
sad,246.76
sad,246.8
sad,246.84
sad,246.88
sad,246.96
sad,247.04
sad,247.2
sad,247.64
sad,247.72
sad,247.76
sad,248.28
sad,248.32
sad,248.36
sad,248.4
sad,248.44
sad,248.48
sad,248.52
sad,248.56
sad,248.6
sad,248.64
sad,248.68
sad,248.72
sad,248.76
sad,248.8
sad,248.84
sad,248.88
sad,248.92
sad,248.96
sad,249.0
sad,249.04
sad,249.08
sad,249.12
sad,249.16
sad,249.2
sad,249.24
sad,249.28
angry,249.32
sad,249.36
sad,249.4
sad,249.44
sad,249.48
sad,249.52
sad,249.56
sad,249.6
sad,249.64
sad,249.68
sad,249.92
sad,249.96
sad,250.0
sad,250.04
sad,250.32
sad,250.36
sad,250.4
sad,250.48
sad,250.56
sad,250.6
sad,250.64
sad,250.72
sad,250.76
sad,250.8
sad,250.84
sad,250.88
sad,250.92
sad,250.96
sad,251.0
sad,251.04
sad,251.08
sad,251.12
sad,251.16
sad,251.2
sad,251.24
sad,251.28
sad,251.32
sad,251.36
sad,251.4
sad,251.56
sad,251.6
sad,251.64
sad,251.68
sad,251.72
sad,251.76
sad,251.8
sad,251.84
sad,251.88
sad,251.92
sad,251.96
sad,252.0
sad,252.04
sad,252.08
sad,252.12
sad,252.16
sad,252.2
sad,252.24
sad,252.28
sad,252.4
sad,252.44
sad,252.48
sad,252.52
sad,252.56
sad,252.6
sad,252.64
sad,252.68
sad,252.92
sad,252.96
sad,253.0
sad,253.04
sad,253.08
sad,253.12
sad,253.16
sad,253.2
sad,253.24
sad,253.28
sad,253.32
sad,253.36
sad,253.4
sad,253.48
sad,253.52
sad,253.56
sad,253.6
sad,253.68
sad,253.72
sad,253.76
sad,253.8
sad,253.84
sad,253.88
sad,253.92
sad,253.96
sad,254.0
sad,254.04
sad,254.08
sad,254.12
sad,254.16
sad,254.2
sad,254.24
sad,254.32
sad,254.36
sad,254.4
sad,254.44
sad,254.48
sad,254.52
sad,254.56
sad,254.6
sad,254.64
sad,254.68
sad,254.76
sad,254.8
sad,254.84
sad,254.88
sad,255.0
sad,255.08
sad,255.16
sad,255.2
sad,255.36
sad,255.4
sad,255.44
sad,255.48
sad,255.52
sad,255.56
angry,255.6
sad,255.64
sad,255.68
sad,255.72
sad,255.76
sad,255.8
sad,255.84
sad,256.0
angry,256.04
sad,256.08
sad,256.12
sad,256.16
sad,256.2
sad,256.24
sad,256.28
sad,256.32
sad,256.36
sad,256.4
sad,256.44
sad,256.48
sad,256.52
sad,256.56
sad,256.6
sad,256.64
sad,256.68
sad,256.72
sad,256.76
sad,256.8
sad,256.84
sad,256.88
sad,257.0
fear,257.08
sad,257.12
sad,257.16
sad,257.2
neutral,257.24
sad,257.28
neutral,257.32
fear,257.36
angry,257.4
fear,257.44
angry,257.48
neutral,257.52
angry,257.56
surprise,257.6
surprise,257.64
sad,257.68
sad,257.72
surprise,257.76
sad,257.8
angry,257.84
angry,258.0
neutral,258.08
sad,258.12
surprise,258.16
fear,258.2
fear,258.24
surprise,258.28
sad,258.4
neutral,258.44
happy,258.48
happy,258.52
happy,258.56
surprise,258.6
happy,258.64
fear,258.68
fear,258.72
sad,258.76
fear,258.8
fear,258.84
sad,258.88
sad,258.92
sad,258.96
sad,259.0
sad,259.04
sad,259.08
sad,259.12
sad,259.16
sad,259.2
sad,259.24
fear,259.28
sad,259.32
fear,259.36
sad,259.4
sad,259.44
sad,259.48
sad,259.52
sad,259.56
sad,259.6
sad,259.64
sad,259.68
sad,259.72
sad,259.76
sad,259.8
sad,259.84
sad,259.88
sad,259.92
sad,259.96
sad,260.0
sad,260.04
sad,260.08
sad,260.12
sad,260.16
sad,260.2
sad,260.24
sad,260.28
surprise,260.32
neutral,260.36
surprise,260.4
surprise,260.44
surprise,260.48
surprise,260.52
surprise,260.56
angry,260.6
surprise,260.64
surprise,260.68
sad,260.72
sad,260.76
surprise,260.8
sad,260.84
sad,260.88
sad,260.92
sad,260.96
sad,261.0
sad,261.04
sad,261.08
sad,261.12
sad,261.16
sad,261.2
sad,261.24
sad,261.28
sad,261.32
sad,261.36
surprise,261.4
surprise,261.44
surprise,261.48
surprise,261.52
surprise,261.56
surprise,261.6
sad,261.64
sad,261.68
sad,261.72
sad,261.76
surprise,261.8
sad,261.84
surprise,261.88
angry,261.92
sad,261.96
sad,262.0
sad,262.04
sad,262.08
sad,262.12
sad,262.16
angry,262.2
sad,262.24
sad,262.28
sad,262.32
angry,262.36
surprise,262.4
sad,262.44
surprise,262.48
neutral,262.52
sad,262.56
surprise,262.6
surprise,262.64
surprise,262.68
surprise,262.72
sad,262.76
sad,262.8
sad,262.84
surprise,262.88
sad,262.92
sad,262.96
angry,263.0
sad,263.04
sad,263.08
surprise,263.12
sad,263.16
angry,263.2
sad,263.24
sad,263.28
sad,263.32
sad,263.36
sad,263.4
sad,263.44
sad,263.48
sad,263.52
sad,263.56
sad,263.6
sad,263.64
sad,263.68
sad,263.72
sad,263.76
sad,263.8
sad,263.84
sad,263.88
sad,263.92
sad,263.96
sad,264.0
sad,264.04
fear,264.08
sad,264.12
sad,264.16
surprise,264.2
surprise,264.24
surprise,264.28
sad,264.32
sad,264.36
sad,264.4
sad,264.44
sad,264.48
sad,264.52
sad,264.56
sad,264.6
sad,264.64
sad,264.68
sad,264.72
sad,264.76
sad,264.8
sad,264.84
fear,264.88
fear,264.92
sad,264.96
sad,265.0
sad,265.04
sad,265.08
sad,265.12
sad,265.16
sad,265.2
sad,265.24
sad,265.28
sad,265.32
sad,265.36
sad,265.4
sad,265.44
sad,265.48
sad,265.52
sad,265.56
sad,265.6
sad,265.64
fear,265.68
sad,265.72
sad,265.76
sad,265.8
sad,265.84
surprise,265.88
surprise,265.92
surprise,265.96
surprise,266.0
surprise,266.04
surprise,266.08
surprise,266.12
surprise,266.16
surprise,266.2
surprise,266.24
surprise,266.28
surprise,266.32
surprise,266.36
sad,266.4
fear,266.44
sad,266.48
sad,266.52
sad,266.56
sad,266.6
sad,266.64
sad,266.68
sad,266.72
sad,266.76
sad,266.8
sad,266.84
sad,266.84
sad,266.88
sad,266.92
sad,266.96
sad,267.0
fear,267.04
sad,267.08
sad,267.12
sad,267.16
angry,267.2
sad,267.24
sad,267.28
sad,267.32
surprise,267.36
surprise,267.4
fear,267.44
sad,267.48
sad,267.56
sad,267.6
angry,267.64
happy,267.68
angry,267.72
happy,267.76
happy,267.8
sad,267.84
sad,267.88
sad,267.92
sad,267.96
sad,268.0
sad,268.08
sad,268.12
sad,268.16
sad,268.2
sad,268.24
sad,268.28
angry,268.32
sad,268.32
sad,268.36
sad,268.4
sad,268.44
sad,268.48
sad,268.52
sad,268.56
sad,268.6
sad,268.64
sad,268.68
sad,268.72
happy,268.76
happy,268.8
happy,268.84
happy,268.88
sad,268.92
sad,269.04
sad,269.08
sad,269.2
sad,269.76
sad,270.08
sad,270.36
sad,270.4
sad,270.44
sad,270.48
sad,270.52
sad,270.56
sad,270.6
sad,270.64
sad,270.68
happy,270.72
happy,270.76
happy,270.8
happy,270.84
angry,270.88
angry,270.92
angry,270.96
happy,271.0
happy,271.04
angry,271.08
angry,271.12
happy,271.16
neutral,271.2
angry,271.24
happy,271.28
happy,271.32
happy,271.36
happy,271.4
happy,271.44
sad,271.48
happy,271.52
angry,271.64
sad,271.72
sad,271.76
sad,271.8
sad,271.84
sad,271.88
sad,271.92
sad,271.96
happy,272.0
angry,272.08
angry,272.32
angry,272.36
angry,272.56
sad,272.6
happy,272.64
happy,272.68
angry,272.72
angry,272.76
angry,272.8
angry,272.84
angry,272.88
angry,272.92
surprise,272.96
neutral,273.0
angry,273.04
sad,273.08
angry,273.12
angry,273.16
neutral,273.2
angry,273.24
sad,273.28
sad,273.32
angry,273.36
angry,273.4
happy,273.44
angry,273.48
fear,273.52
happy,273.56
happy,273.64
sad,273.68
sad,273.72
sad,273.76
sad,273.8
angry,273.84
sad,273.88
sad,273.92
sad,273.96
sad,274.0
sad,274.04
sad,274.08
sad,274.12
sad,274.16
sad,274.2
fear,274.24
sad,274.28
sad,274.32
sad,274.36
sad,274.4
fear,274.48
sad,274.52
sad,274.56
neutral,274.6
sad,274.64
surprise,274.68
angry,274.72
sad,274.76
sad,274.8
sad,274.84
sad,274.88
surprise,274.92
angry,274.96
surprise,275.0
sad,275.04
sad,275.08
sad,275.12
angry,275.16
angry,275.2
sad,275.24
angry,275.28
sad,275.32
angry,275.36
angry,275.4
sad,275.44
sad,275.48
sad,275.52
sad,275.56
sad,275.6
sad,275.64
angry,275.68
sad,275.72
sad,275.72
sad,275.76
sad,275.8
sad,275.84
angry,275.88
sad,275.92
sad,275.96
sad,276.0
sad,276.04
sad,276.08
sad,276.12
sad,276.16
sad,276.2
sad,276.24
surprise,276.28
sad,276.32
sad,276.36
surprise,276.4
surprise,276.44
surprise,276.48
sad,276.52
sad,276.56
sad,276.6
sad,276.64
sad,276.68
sad,276.68
sad,276.72
sad,276.72
sad,276.76
sad,276.8
sad,276.84
sad,276.88
sad,276.92
sad,276.96
angry,277.0
sad,277.04
sad,277.08
sad,277.12
sad,277.16
sad,277.2
sad,277.24
sad,277.28
sad,277.32
sad,277.36
sad,277.4
sad,277.44
sad,277.48
sad,277.52
sad,277.56
sad,277.6
sad,277.64
neutral,277.68
surprise,277.72
surprise,277.76
sad,277.8
sad,277.84
sad,277.88
sad,277.92
sad,277.96
angry,278.0
sad,278.04
sad,278.08
sad,278.08
sad,278.12
angry,278.16
sad,278.2
sad,278.24
sad,278.28
sad,278.32
sad,278.36
sad,278.4
sad,278.44
sad,278.48
sad,278.52
sad,278.56
sad,278.6
sad,278.64
sad,278.68
sad,278.76
sad,278.84
sad,278.88
sad,278.96
sad,279.08
sad,279.12
sad,279.16
sad,279.2
sad,279.24
sad,279.32
sad,279.4
sad,279.44
sad,279.48
sad,279.52
sad,279.56
sad,279.6
fear,279.64
sad,279.68
sad,279.72
sad,279.76
sad,279.8
sad,279.84
sad,279.92
sad,279.96
happy,280.08
sad,280.12
sad,280.16
sad,280.2
sad,280.36
sad,280.48
sad,280.52
sad,280.6
sad,280.76
angry,280.8
sad,280.84
sad,280.88
sad,280.92
sad,280.96
sad,281.0
sad,281.04
sad,281.08
angry,281.12
sad,281.16
surprise,281.2
surprise,281.24
surprise,281.28
surprise,281.32
sad,281.36
surprise,281.4
surprise,281.44
sad,281.48
angry,281.52
angry,281.56
surprise,281.6
angry,281.64
angry,281.68
sad,281.72
angry,281.76
sad,281.8
sad,281.84
neutral,281.88
neutral,281.92
sad,281.96
sad,282.0
sad,282.04
sad,282.08
sad,282.12
sad,282.16
sad,282.2
sad,282.24
sad,282.28
sad,282.36
sad,282.4
sad,282.44
sad,282.48
sad,282.6
sad,282.68
sad,282.76
sad,282.8
sad,282.84
sad,282.88
sad,282.92
sad,282.96
sad,283.0
sad,283.04
sad,283.08
sad,283.2
sad,283.24
sad,283.28
sad,283.32
sad,283.36
sad,283.4
sad,283.44
sad,283.48
sad,283.52
sad,283.56
sad,283.6
sad,283.64
sad,283.68
sad,283.76
sad,283.84
sad,283.88
sad,283.92
sad,283.96
sad,284.0
sad,284.04
sad,284.08
sad,284.12
sad,284.16
angry,284.2
sad,284.24
sad,284.28
sad,284.32
sad,284.4
sad,284.56
sad,284.6
sad,284.64
sad,284.68
sad,284.76
happy,284.8
sad,284.84
sad,284.88
happy,284.92
angry,284.96
neutral,285.0
sad,285.04
angry,285.08
angry,285.12
surprise,285.16
surprise,285.2
surprise,285.24
surprise,285.28
sad,285.32
angry,285.36
surprise,285.4
surprise,285.44
surprise,285.48
surprise,285.52
angry,285.56
sad,285.6
angry,285.64
sad,285.64
sad,285.68
sad,285.72
sad,285.76
sad,285.8
sad,285.84
sad,285.88
sad,285.92
sad,285.96
sad,286.0
sad,286.04
sad,286.12
sad,286.16
sad,286.2
sad,286.24
sad,286.32
sad,286.36
sad,286.4
angry,286.44
sad,286.48
sad,286.52
angry,286.56
angry,286.6
sad,286.96
sad,287.0
sad,287.16
sad,287.2
sad,287.24
sad,287.44
sad,287.6
sad,287.64
fear,287.68
sad,287.72
sad,287.76
sad,287.8
sad,287.88
sad,287.92
sad,288.12
sad,288.16
sad,288.2
sad,288.24
angry,288.28
sad,288.32
sad,288.36
surprise,288.4
angry,288.44
sad,288.48
surprise,288.52
surprise,288.56
happy,288.6
neutral,288.84
neutral,288.88
neutral,288.92
fear,289.0
fear,289.04
fear,289.08
fear,289.12
surprise,289.16
surprise,289.2
sad,289.24
surprise,289.28
sad,289.32
neutral,289.36
neutral,289.4
fear,289.44
fear,289.48
sad,289.52
fear,289.56
sad,289.6
sad,289.64
neutral,289.68
neutral,289.72
neutral,289.76
neutral,289.8
neutral,289.84
neutral,289.88
angry,289.92
neutral,289.96
neutral,290.0
neutral,290.04
neutral,290.08
neutral,290.12
neutral,290.16
angry,290.2
neutral,290.24
happy,290.24
neutral,290.28
neutral,290.32
happy,290.32
neutral,290.36
happy,290.36
neutral,290.4
happy,290.4
neutral,290.44
angry,290.44
neutral,290.48
neutral,290.52
angry,290.52
neutral,290.56
neutral,290.6
neutral,290.64
happy,290.64
neutral,290.68
neutral,290.72
neutral,290.76
neutral,290.8
neutral,290.88
neutral,290.92
neutral,290.96
neutral,291.12
neutral,291.16
neutral,291.2
neutral,291.24
neutral,291.28
neutral,291.36
happy,293.0
happy,293.04
happy,293.08
sad,293.12
fear,293.16
fear,293.2
surprise,293.24
fear,293.28
surprise,293.32
surprise,293.36
surprise,293.4
surprise,293.44
surprise,293.48
surprise,293.52
surprise,293.56
surprise,293.6
surprise,293.64
surprise,293.68
surprise,293.72
surprise,293.76
surprise,293.8
surprise,293.84
surprise,293.88
surprise,293.92
surprise,293.96
surprise,294.0
surprise,294.04
surprise,294.08
surprise,294.12
surprise,294.16
fear,294.2
surprise,294.24
surprise,294.28
surprise,294.32
surprise,294.36
surprise,294.4
surprise,294.44
surprise,294.48
surprise,294.52
surprise,294.56
surprise,294.6
surprise,294.64
surprise,294.68
surprise,294.72
surprise,294.76
surprise,294.8
surprise,294.84
surprise,294.88
surprise,294.92
surprise,294.96
surprise,295.0
fear,295.04
fear,295.08
fear,295.12
fear,295.16
happy,295.2
sad,295.24
sad,295.28
fear,295.32
sad,295.36
sad,295.4
sad,295.44
surprise,295.48
neutral,295.52
surprise,295.56
surprise,295.6
sad,295.64
happy,295.64
neutral,295.68
surprise,295.68
neutral,295.72
neutral,295.76
surprise,295.8
neutral,295.84
neutral,295.88
neutral,295.92
neutral,295.96
surprise,296.0
sad,296.04
sad,296.08
sad,296.12
neutral,296.12
neutral,296.16
sad,296.2
sad,296.24
neutral,296.28
neutral,296.32
neutral,296.36
neutral,296.4
neutral,296.44
neutral,296.48
surprise,296.52
neutral,296.56
neutral,296.6
fear,296.64
neutral,296.68
surprise,296.72
fear,296.76
fear,296.8
neutral,296.84
angry,296.88
neutral,296.92
neutral,296.96
neutral,297.0
angry,297.04
surprise,297.08
surprise,297.12
surprise,297.16
neutral,297.2
neutral,297.24
angry,297.28
surprise,297.32
angry,297.36
angry,297.4
surprise,297.44
neutral,297.48
sad,297.52
